sgRNA	gene
HGLibA_44612	PHC3
HGLibA_44613	PHC3
HGLibA_44614	PHEX
HGLibA_44615	PHEX
HGLibA_44616	PHEX
HGLibA_44617	PHF1
HGLibA_44618	PHF1
HGLibA_44619	PHF1
HGLibA_44620	PHF10
HGLibA_44621	PHF10
HGLibA_44622	PHF10
HGLibA_44623	PHF11
HGLibA_44624	PHF11
HGLibA_44625	PHF11
HGLibA_44626	PHF12
HGLibA_44627	PHF12
HGLibA_44628	PHF12
HGLibA_44629	PHF13
HGLibA_44630	PHF13
HGLibA_44631	PHF13
HGLibA_44632	PHF14
HGLibA_44633	PHF14
HGLibA_44634	PHF14
HGLibA_44635	PHF15
HGLibA_44636	PHF15
HGLibA_44637	PHF15
HGLibA_44638	PHF16
HGLibA_44639	PHF16
HGLibA_44640	PHF16
HGLibA_44641	PHF17
HGLibA_44642	PHF17
HGLibA_44643	PHF17
HGLibA_44644	PHF19
HGLibA_44645	PHF19
HGLibA_44646	PHF19
HGLibA_44647	PHF2
HGLibA_44648	PHF2
HGLibA_44649	PHF2
HGLibA_44650	PHF20
HGLibA_44651	PHF20
HGLibA_44652	PHF20
HGLibA_44653	PHF20L1
HGLibA_44654	PHF20L1
HGLibA_44655	PHF20L1
HGLibA_44656	PHF21A
HGLibA_44657	PHF21A
HGLibA_44658	PHF21A
HGLibA_44659	PHF21B
HGLibA_44660	PHF21B
HGLibA_44661	PHF21B
HGLibA_44662	PHF23
HGLibA_44663	PHF23
HGLibA_44664	PHF23
HGLibA_44665	PHF3
HGLibA_44666	PHF3
HGLibA_44667	PHF3
HGLibA_44668	PHF5A
HGLibA_44669	PHF5A
HGLibA_44670	PHF5A
HGLibA_44671	PHF6
HGLibA_44672	PHF6
HGLibA_44673	PHF6
HGLibA_44674	PHF7
HGLibA_44675	PHF7
HGLibA_44676	PHF7
HGLibA_44677	PHF8
HGLibA_44678	PHF8
HGLibA_44679	PHF8
HGLibA_44680	PHGDH
HGLibA_44681	PHGDH
HGLibA_44682	PHGDH
HGLibA_44683	PHGR1
HGLibA_44684	PHGR1
HGLibA_44685	PHGR1
HGLibA_44686	PHIP
HGLibA_44687	PHIP
HGLibA_44688	PHIP
HGLibA_44689	PHKA1
HGLibA_44690	PHKA1
HGLibA_44691	PHKA1
HGLibA_44692	PHKA2
HGLibA_44693	PHKA2
HGLibA_44694	PHKA2
HGLibA_44695	PHKB
HGLibA_44696	PHKB
HGLibA_44697	PHKB
HGLibA_44698	PHKG1
HGLibA_44699	PHKG1
HGLibA_44700	PHKG1
HGLibA_44701	PHKG2
HGLibA_44702	PHKG2
HGLibA_44703	PHKG2
HGLibA_44704	PHLDA1
HGLibA_44705	PHLDA1
HGLibA_44706	PHLDA1
HGLibA_44707	PHLDA2
HGLibA_44708	PHLDA2
HGLibA_44709	PHLDA2
HGLibA_44710	PHLDA3
HGLibA_44711	PHLDA3
HGLibA_44712	PHLDA3
HGLibA_44713	PHLDB1
HGLibA_44714	PHLDB1
HGLibA_44715	PHLDB1
HGLibA_44716	PHLDB2
HGLibA_44717	PHLDB2
HGLibA_44718	PHLDB2
HGLibA_44719	PHLDB3
HGLibA_44720	PHLDB3
HGLibA_44721	PHLDB3
HGLibA_44722	PHLPP1
HGLibA_44723	PHLPP1
HGLibA_44724	PHLPP1
HGLibA_44725	PHLPP2
HGLibA_44726	PHLPP2
HGLibA_44727	PHLPP2
HGLibA_44728	PHOSPHO1
HGLibA_44729	PHOSPHO1
HGLibA_44730	PHOSPHO1
HGLibA_44731	PHOSPHO2
HGLibA_44732	PHOSPHO2
HGLibA_44733	PHOSPHO2
HGLibA_44734	PHOSPHO2-KLHL23
HGLibA_44735	PHOSPHO2-KLHL23
HGLibA_44736	PHOSPHO2-KLHL23
HGLibA_44737	PHOX2A
HGLibA_44738	PHOX2A
HGLibA_44739	PHOX2A
HGLibA_44740	PHOX2B
HGLibA_44741	PHOX2B
HGLibA_44742	PHOX2B
HGLibA_44743	PHPT1
HGLibA_44744	PHPT1
HGLibA_44745	PHPT1
HGLibA_44746	PHRF1
HGLibA_44747	PHRF1
HGLibA_44748	PHRF1
HGLibA_44749	PHTF1
HGLibA_44750	PHTF1
HGLibA_44751	PHTF1
HGLibA_44752	PHTF2
HGLibA_44753	PHTF2
HGLibA_44754	PHTF2
HGLibA_44755	PHYH
HGLibA_44756	PHYH
HGLibA_44757	PHYH
HGLibA_44758	PHYHD1
HGLibA_44759	PHYHD1
HGLibA_44760	PHYHD1
HGLibA_44761	PHYHIP
HGLibA_44762	PHYHIP
HGLibA_44763	PHYHIP
HGLibA_44764	PHYHIPL
HGLibA_44765	PHYHIPL
HGLibA_44766	PHYHIPL
HGLibA_44767	PHYKPL
HGLibA_44768	PHYKPL
HGLibA_44769	PHYKPL
HGLibA_44770	PI15
HGLibA_44771	PI15
HGLibA_44772	PI15
HGLibA_44773	PI16
HGLibA_44774	PI16
HGLibA_44775	PI16
HGLibA_44776	PI3
HGLibA_44777	PI3
HGLibA_44778	PI3
HGLibA_44779	PI4K2A
HGLibA_44780	PI4K2A
HGLibA_44781	PI4K2A
HGLibA_44782	PI4K2B
HGLibA_44783	PI4K2B
HGLibA_44784	PI4K2B
HGLibA_44785	PI4KA
HGLibA_44786	PI4KA
HGLibA_44787	PI4KA
HGLibA_44788	PI4KB
HGLibA_44789	PI4KB
HGLibA_44790	PI4KB
HGLibA_44791	PIANP
HGLibA_44792	PIANP
HGLibA_44793	PIANP
HGLibA_44794	PIAS1
HGLibA_44795	PIAS1
HGLibA_44796	PIAS1
HGLibA_44797	PIAS2
HGLibA_44798	PIAS2
HGLibA_44799	PIAS2
HGLibA_44800	PIAS3
HGLibA_44801	PIAS3
HGLibA_44802	PIAS3
HGLibA_44803	PIAS4
HGLibA_44804	PIAS4
HGLibA_44805	PIAS4
HGLibA_44806	PIBF1
HGLibA_44807	PIBF1
HGLibA_44808	PIBF1
HGLibA_44809	PICALM
HGLibA_44810	PICALM
HGLibA_44811	PICALM
HGLibA_44812	PICK1
HGLibA_44813	PICK1
HGLibA_44814	PICK1
HGLibA_44815	PID1
HGLibA_44816	PID1
HGLibA_44817	PID1
HGLibA_44818	PIDD
HGLibA_44819	PIDD
HGLibA_44820	PIDD
HGLibA_44821	PIEZO1
HGLibA_44822	PIEZO1
HGLibA_44823	PIEZO1
HGLibA_44824	PIF1
HGLibA_44825	PIF1
HGLibA_44826	PIF1
HGLibA_44827	PIFO
HGLibA_44828	PIFO
HGLibA_44829	PIFO
HGLibA_44830	PIGA
HGLibA_44831	PIGA
HGLibA_44832	PIGA
HGLibA_44833	PIGB
HGLibA_44834	PIGB
HGLibA_44835	PIGB
HGLibA_44836	PIGC
HGLibA_44837	PIGC
HGLibA_44838	PIGC
HGLibA_44839	PIGF
HGLibA_44840	PIGF
HGLibA_44841	PIGF
HGLibA_44842	PIGG
HGLibA_44843	PIGG
HGLibA_44844	PIGG
HGLibA_44845	PIGH
HGLibA_44846	PIGH
HGLibA_44847	PIGH
HGLibA_44848	PIGK
HGLibA_44849	PIGK
HGLibA_44850	PIGK
HGLibA_44851	PIGL
HGLibA_44852	PIGL
HGLibA_44853	PIGL
HGLibA_44854	PIGM
HGLibA_44855	PIGM
HGLibA_44856	PIGM
HGLibA_44857	PIGN
HGLibA_44858	PIGN
HGLibA_44859	PIGN
HGLibA_44860	PIGO
HGLibA_44861	PIGO
HGLibA_44862	PIGO
HGLibA_44863	PIGP
HGLibA_44864	PIGP
HGLibA_44865	PIGP
HGLibA_44866	PIGQ
HGLibA_44867	PIGQ
HGLibA_44868	PIGQ
HGLibA_44869	PIGR
HGLibA_44870	PIGR
HGLibA_44871	PIGR
HGLibA_44872	PIGS
HGLibA_44873	PIGS
HGLibA_44874	PIGS
HGLibA_44875	PIGT
HGLibA_44876	PIGT
HGLibA_44877	PIGT
HGLibA_44878	PIGU
HGLibA_44879	PIGU
HGLibA_44880	PIGU
HGLibA_44881	PIGV
HGLibA_44882	PIGV
HGLibA_44883	PIGV
HGLibA_44884	PIGW
HGLibA_44885	PIGW
HGLibA_44886	PIGW
HGLibA_44887	PIGX
HGLibA_44888	PIGX
HGLibA_44889	PIGX
HGLibA_44890	PIGY
HGLibA_44891	PIGY
HGLibA_44892	PIGY
HGLibA_44893	PIGZ
HGLibA_44894	PIGZ
HGLibA_44895	PIGZ
HGLibA_44896	PIH1D1
HGLibA_44897	PIH1D1
HGLibA_44898	PIH1D1
HGLibA_44899	PIH1D2
HGLibA_44900	PIH1D2
HGLibA_44901	PIH1D2
HGLibA_44902	PIH1D3
HGLibA_44903	PIH1D3
HGLibA_44904	PIH1D3
HGLibA_44905	PIK3AP1
HGLibA_44906	PIK3AP1
HGLibA_44907	PIK3AP1
HGLibA_44908	PIK3C2A
HGLibA_44909	PIK3C2A
HGLibA_44910	PIK3C2A
HGLibA_44911	PIK3C2B
HGLibA_44912	PIK3C2B
HGLibA_44913	PIK3C2B
HGLibA_44914	PIK3C2G
HGLibA_44915	PIK3C2G
HGLibA_44916	PIK3C2G
HGLibA_44917	PIK3C3
HGLibA_44918	PIK3C3
HGLibA_44919	PIK3C3
HGLibA_44920	PIK3CA
HGLibA_44921	PIK3CA
HGLibA_44922	PIK3CA
HGLibA_44923	PIK3CB
HGLibA_44924	PIK3CB
HGLibA_44925	PIK3CB
HGLibA_44926	PIK3CD
HGLibA_44927	PIK3CD
HGLibA_44928	PIK3CD
HGLibA_44929	PIK3CG
HGLibA_44930	PIK3CG
HGLibA_44931	PIK3CG
HGLibA_44932	PIK3IP1
HGLibA_44933	PIK3IP1
HGLibA_44934	PIK3IP1
HGLibA_44935	PIK3R1
HGLibA_44936	PIK3R1
HGLibA_44937	PIK3R1
HGLibA_44938	PIK3R2
HGLibA_44939	PIK3R2
HGLibA_44940	PIK3R2
HGLibA_44941	PIK3R3
HGLibA_44942	PIK3R3
HGLibA_44943	PIK3R3
HGLibA_44944	PIK3R4
HGLibA_44945	PIK3R4
HGLibA_44946	PIK3R4
HGLibA_44947	PIK3R5
HGLibA_44948	PIK3R5
HGLibA_44949	PIK3R5
HGLibA_44950	PIK3R6
HGLibA_44951	PIK3R6
HGLibA_44952	PIK3R6
HGLibA_44953	PIKFYVE
HGLibA_44954	PIKFYVE
HGLibA_44955	PIKFYVE
HGLibA_44956	PILRA
HGLibA_44957	PILRA
HGLibA_44958	PILRA
HGLibA_44959	PILRB
HGLibA_44960	PILRB
HGLibA_44961	PILRB
HGLibA_44962	PIM1
HGLibA_44963	PIM1
HGLibA_44964	PIM1
HGLibA_44965	PIM2
HGLibA_44966	PIM2
HGLibA_44967	PIM2
HGLibA_44968	PIM3
HGLibA_44969	PIM3
HGLibA_44970	PIM3
HGLibA_44971	PIN1
HGLibA_44972	PIN1
HGLibA_44973	PIN1
HGLibA_44974	PIN4
HGLibA_44975	PIN4
HGLibA_44976	PIN4
HGLibA_44977	PINK1
HGLibA_44978	PINK1
HGLibA_44979	PINK1
HGLibA_44980	PINLYP
HGLibA_44981	PINLYP
HGLibA_44982	PINLYP
HGLibA_44983	PINX1
HGLibA_44984	PINX1
HGLibA_44985	PINX1
HGLibA_44986	PION
HGLibA_44987	PION
HGLibA_44988	PION
HGLibA_44989	PIP
HGLibA_44990	PIP
HGLibA_44991	PIP
HGLibA_44992	PIP4K2A
HGLibA_44993	PIP4K2A
HGLibA_44994	PIP4K2A
HGLibA_44995	PIP4K2B
HGLibA_44996	PIP4K2B
HGLibA_44997	PIP4K2B
HGLibA_44998	PIP4K2C
HGLibA_44999	PIP4K2C
HGLibA_45000	PIP4K2C
HGLibA_45001	PIP5K1A
HGLibA_45002	PIP5K1A
HGLibA_45003	PIP5K1A
HGLibA_45004	PIP5K1B
HGLibA_45005	PIP5K1B
HGLibA_45006	PIP5K1B
HGLibA_45007	PIP5K1C
HGLibA_45008	PIP5K1C
HGLibA_45009	PIP5K1C
HGLibA_45010	PIP5KL1
HGLibA_45011	PIP5KL1
HGLibA_45012	PIP5KL1
HGLibA_45013	PIPOX
HGLibA_45014	PIPOX
HGLibA_45015	PIPOX
HGLibA_45016	PIR
HGLibA_45017	PIR
HGLibA_45018	PIR
HGLibA_45019	PIRT
HGLibA_45020	PIRT
HGLibA_45021	PIRT
HGLibA_45022	PISD
HGLibA_45023	PISD
HGLibA_45024	PISD
HGLibA_45025	PITHD1
HGLibA_45026	PITHD1
HGLibA_45027	PITHD1
HGLibA_45028	PITPNA
HGLibA_45029	PITPNA
HGLibA_45030	PITPNA
HGLibA_45031	PITPNB
HGLibA_45032	PITPNB
HGLibA_45033	PITPNB
HGLibA_45034	PITPNC1
HGLibA_45035	PITPNC1
HGLibA_45036	PITPNC1
HGLibA_45037	PITPNM1
HGLibA_45038	PITPNM1
HGLibA_45039	PITPNM1
HGLibA_45040	PITPNM2
HGLibA_45041	PITPNM2
HGLibA_45042	PITPNM2
HGLibA_45043	PITPNM3
HGLibA_45044	PITPNM3
HGLibA_45045	PITPNM3
HGLibA_45046	PITRM1
HGLibA_45047	PITRM1
HGLibA_45048	PITRM1
HGLibA_45049	PITX1
HGLibA_45050	PITX1
HGLibA_45051	PITX1
HGLibA_45052	PITX2
HGLibA_45053	PITX2
HGLibA_45054	PITX2
HGLibA_45055	PITX3
HGLibA_45056	PITX3
HGLibA_45057	PITX3
HGLibA_45058	PIWIL1
HGLibA_45059	PIWIL1
HGLibA_45060	PIWIL1
HGLibA_45061	PIWIL2
HGLibA_45062	PIWIL2
HGLibA_45063	PIWIL2
HGLibA_45064	PIWIL3
HGLibA_45065	PIWIL3
HGLibA_45066	PIWIL3
HGLibA_45067	PIWIL4
HGLibA_45068	PIWIL4
HGLibA_45069	PIWIL4
HGLibA_45070	PJA1
HGLibA_45071	PJA1
HGLibA_45072	PJA1
HGLibA_45073	PJA2
HGLibA_45074	PJA2
HGLibA_45075	PJA2
HGLibA_45076	PKD1
HGLibA_45077	PKD1
HGLibA_45078	PKD1
HGLibA_45079	PKD1L1
HGLibA_45080	PKD1L1
HGLibA_45081	PKD1L1
HGLibA_45082	PKD1L3
HGLibA_45083	PKD1L3
HGLibA_45084	PKD1L3
HGLibA_45085	PKD2
HGLibA_45086	PKD2
HGLibA_45087	PKD2
HGLibA_45088	PKD2L1
HGLibA_45089	PKD2L1
HGLibA_45090	PKD2L1
HGLibA_45091	PKD2L2
HGLibA_45092	PKD2L2
HGLibA_45093	PKD2L2
HGLibA_45094	PKDCC
HGLibA_45095	PKDCC
HGLibA_45096	PKDCC
HGLibA_45097	PKDREJ
HGLibA_45098	PKDREJ
HGLibA_45099	PKDREJ
HGLibA_45100	PKHD1
HGLibA_45101	PKHD1
HGLibA_45102	PKHD1
HGLibA_45103	PKHD1L1
HGLibA_45104	PKHD1L1
HGLibA_45105	PKHD1L1
HGLibA_45106	PKIA
HGLibA_45107	PKIA
HGLibA_45108	PKIA
HGLibA_45109	PKIB
HGLibA_45110	PKIB
HGLibA_45111	PKIB
HGLibA_45112	PKIG
HGLibA_45113	PKIG
HGLibA_45114	PKIG
HGLibA_45115	PKLR
HGLibA_45116	PKLR
HGLibA_45117	PKLR
HGLibA_45118	PKM
HGLibA_45119	PKM
HGLibA_45120	PKM
HGLibA_45121	PKMYT1
HGLibA_45122	PKMYT1
HGLibA_45123	PKMYT1
HGLibA_45124	PKN1
HGLibA_45125	PKN1
HGLibA_45126	PKN1
HGLibA_45127	PKN2
HGLibA_45128	PKN2
HGLibA_45129	PKN2
HGLibA_45130	PKN3
HGLibA_45131	PKN3
HGLibA_45132	PKN3
HGLibA_45133	PKNOX1
HGLibA_45134	PKNOX1
HGLibA_45135	PKNOX1
HGLibA_45136	PKNOX2
HGLibA_45137	PKNOX2
HGLibA_45138	PKNOX2
HGLibA_45139	PKP1
HGLibA_45140	PKP1
HGLibA_45141	PKP1
HGLibA_45142	PKP2
HGLibA_45143	PKP2
HGLibA_45144	PKP2
HGLibA_45145	PKP3
HGLibA_45146	PKP3
HGLibA_45147	PKP3
HGLibA_45148	PKP4
HGLibA_45149	PKP4
HGLibA_45150	PKP4
HGLibA_45151	PLA1A
HGLibA_45152	PLA1A
HGLibA_45153	PLA1A
HGLibA_45154	PLA2G10
HGLibA_45155	PLA2G10
HGLibA_45156	PLA2G10
HGLibA_45157	PLA2G12A
HGLibA_45158	PLA2G12A
HGLibA_45159	PLA2G12A
HGLibA_45160	PLA2G12B
HGLibA_45161	PLA2G12B
HGLibA_45162	PLA2G12B
HGLibA_45163	PLA2G15
HGLibA_45164	PLA2G15
HGLibA_45165	PLA2G15
HGLibA_45166	PLA2G16
HGLibA_45167	PLA2G16
HGLibA_45168	PLA2G16
HGLibA_45169	PLA2G1B
HGLibA_45170	PLA2G1B
HGLibA_45171	PLA2G1B
HGLibA_45172	PLA2G2A
HGLibA_45173	PLA2G2A
HGLibA_45174	PLA2G2A
HGLibA_45175	PLA2G2D
HGLibA_45176	PLA2G2D
HGLibA_45177	PLA2G2D
HGLibA_45178	PLA2G2E
HGLibA_45179	PLA2G2E
HGLibA_45180	PLA2G2E
HGLibA_45181	PLA2G2F
HGLibA_45182	PLA2G2F
HGLibA_45183	PLA2G2F
HGLibA_45184	PLA2G3
HGLibA_45185	PLA2G3
HGLibA_45186	PLA2G3
HGLibA_45187	PLA2G4A
HGLibA_45188	PLA2G4A
HGLibA_45189	PLA2G4A
HGLibA_45190	PLA2G4B
HGLibA_45191	PLA2G4B
HGLibA_45192	PLA2G4B
HGLibA_45193	PLA2G4C
HGLibA_45194	PLA2G4C
HGLibA_45195	PLA2G4C
HGLibA_45196	PLA2G4D
HGLibA_45197	PLA2G4D
HGLibA_45198	PLA2G4D
HGLibA_45199	PLA2G4E
HGLibA_45200	PLA2G4E
HGLibA_45201	PLA2G4E
HGLibA_45202	PLA2G4F
HGLibA_45203	PLA2G4F
HGLibA_45204	PLA2G4F
HGLibA_45205	PLA2G5
HGLibA_45206	PLA2G5
HGLibA_45207	PLA2G5
HGLibA_45208	PLA2G6
HGLibA_45209	PLA2G6
HGLibA_45210	PLA2G6
HGLibA_45211	PLA2G7
HGLibA_45212	PLA2G7
HGLibA_45213	PLA2G7
HGLibA_45214	PLA2R1
HGLibA_45215	PLA2R1
HGLibA_45216	PLA2R1
HGLibA_45217	PLAA
HGLibA_45218	PLAA
HGLibA_45219	PLAA
HGLibA_45220	PLAC1
HGLibA_45221	PLAC1
HGLibA_45222	PLAC1
HGLibA_45223	PLAC1L
HGLibA_45224	PLAC1L
HGLibA_45225	PLAC1L
HGLibA_45226	PLAC4
HGLibA_45227	PLAC4
HGLibA_45228	PLAC4
HGLibA_45229	PLAC8
HGLibA_45230	PLAC8
HGLibA_45231	PLAC8
HGLibA_45232	PLAC8L1
HGLibA_45233	PLAC8L1
HGLibA_45234	PLAC8L1
HGLibA_45235	PLAC9
HGLibA_45236	PLAC9
HGLibA_45237	PLAC9
HGLibA_45238	PLAG1
HGLibA_45239	PLAG1
HGLibA_45240	PLAG1
HGLibA_45241	PLAGL1
HGLibA_45242	PLAGL1
HGLibA_45243	PLAGL1
HGLibA_45244	PLAGL2
HGLibA_45245	PLAGL2
HGLibA_45246	PLAGL2
HGLibA_45247	PLAT
HGLibA_45248	PLAT
HGLibA_45249	PLAT
HGLibA_45250	PLAU
HGLibA_45251	PLAU
HGLibA_45252	PLAU
HGLibA_45253	PLAUR
HGLibA_45254	PLAUR
HGLibA_45255	PLAUR
HGLibA_45256	PLB1
HGLibA_45257	PLB1
HGLibA_45258	PLB1
HGLibA_45259	PLBD1
HGLibA_45260	PLBD1
HGLibA_45261	PLBD1
HGLibA_45262	PLBD2
HGLibA_45263	PLBD2
HGLibA_45264	PLBD2
HGLibA_45265	PLCB1
HGLibA_45266	PLCB1
HGLibA_45267	PLCB1
HGLibA_45268	PLCB2
HGLibA_45269	PLCB2
HGLibA_45270	PLCB2
HGLibA_45271	PLCB3
HGLibA_45272	PLCB3
HGLibA_45273	PLCB3
HGLibA_45274	PLCB4
HGLibA_45275	PLCB4
HGLibA_45276	PLCB4
HGLibA_45277	PLCD1
HGLibA_45278	PLCD1
HGLibA_45279	PLCD1
HGLibA_45280	PLCD3
HGLibA_45281	PLCD3
HGLibA_45282	PLCD3
HGLibA_45283	PLCD4
HGLibA_45284	PLCD4
HGLibA_45285	PLCD4
HGLibA_45286	PLCE1
HGLibA_45287	PLCE1
HGLibA_45288	PLCE1
HGLibA_45289	PLCG1
HGLibA_45290	PLCG1
HGLibA_45291	PLCG1
HGLibA_45292	PLCG2
HGLibA_45293	PLCG2
HGLibA_45294	PLCG2
HGLibA_45295	PLCH1
HGLibA_45296	PLCH1
HGLibA_45297	PLCH1
HGLibA_45298	PLCH2
HGLibA_45299	PLCH2
HGLibA_45300	PLCH2
HGLibA_45301	PLCL1
HGLibA_45302	PLCL1
HGLibA_45303	PLCL1
HGLibA_45304	PLCL2
HGLibA_45305	PLCL2
HGLibA_45306	PLCL2
HGLibA_45307	PLCXD1_X
HGLibA_45308	PLCXD1_X
HGLibA_45309	PLCXD1_X
HGLibA_45310	PLCXD1_Y
HGLibA_45311	PLCXD1_Y
HGLibA_45312	PLCXD1_Y
HGLibA_45313	PLCXD2
HGLibA_45314	PLCXD2
HGLibA_45315	PLCXD2
HGLibA_45316	PLCXD3
HGLibA_45317	PLCXD3
HGLibA_45318	PLCXD3
HGLibA_45319	PLCZ1
HGLibA_45320	PLCZ1
HGLibA_45321	PLCZ1
HGLibA_45322	PLD1
HGLibA_45323	PLD1
HGLibA_45324	PLD1
HGLibA_45325	PLD2
HGLibA_45326	PLD2
HGLibA_45327	PLD2
HGLibA_45328	PLD3
HGLibA_45329	PLD3
HGLibA_45330	PLD3
HGLibA_45331	PLD4
HGLibA_45332	PLD4
HGLibA_45333	PLD4
HGLibA_45334	PLD5
HGLibA_45335	PLD5
HGLibA_45336	PLD5
HGLibA_45337	PLD6
HGLibA_45338	PLD6
HGLibA_45339	PLD6
HGLibA_45340	PLEC
HGLibA_45341	PLEC
HGLibA_45342	PLEC
HGLibA_45343	PLEK
HGLibA_45344	PLEK
HGLibA_45345	PLEK
HGLibA_45346	PLEK2
HGLibA_45347	PLEK2
HGLibA_45348	PLEK2
HGLibA_45349	PLEKHA1
HGLibA_45350	PLEKHA1
HGLibA_45351	PLEKHA1
HGLibA_45352	PLEKHA2
HGLibA_45353	PLEKHA2
HGLibA_45354	PLEKHA2
HGLibA_45355	PLEKHA3
HGLibA_45356	PLEKHA3
HGLibA_45357	PLEKHA3
HGLibA_45358	PLEKHA4
HGLibA_45359	PLEKHA4
HGLibA_45360	PLEKHA4
HGLibA_45361	PLEKHA5
HGLibA_45362	PLEKHA5
HGLibA_45363	PLEKHA5
HGLibA_45364	PLEKHA6
HGLibA_45365	PLEKHA6
HGLibA_45366	PLEKHA6
HGLibA_45367	PLEKHA7
HGLibA_45368	PLEKHA7
HGLibA_45369	PLEKHA7
HGLibA_45370	PLEKHA8
HGLibA_45371	PLEKHA8
HGLibA_45372	PLEKHA8
HGLibA_45373	PLEKHB1
HGLibA_45374	PLEKHB1
HGLibA_45375	PLEKHB1
HGLibA_45376	PLEKHB2
HGLibA_45377	PLEKHB2
HGLibA_45378	PLEKHB2
HGLibA_45379	PLEKHD1
HGLibA_45380	PLEKHD1
HGLibA_45381	PLEKHD1
HGLibA_45382	PLEKHF1
HGLibA_45383	PLEKHF1
HGLibA_45384	PLEKHF1
HGLibA_45385	PLEKHF2
HGLibA_45386	PLEKHF2
HGLibA_45387	PLEKHF2
HGLibA_45388	PLEKHG1
HGLibA_45389	PLEKHG1
HGLibA_45390	PLEKHG1
HGLibA_45391	PLEKHG2
HGLibA_45392	PLEKHG2
HGLibA_45393	PLEKHG2
HGLibA_45394	PLEKHG3
HGLibA_45395	PLEKHG3
HGLibA_45396	PLEKHG3
HGLibA_45397	PLEKHG4
HGLibA_45398	PLEKHG4
HGLibA_45399	PLEKHG4
HGLibA_45400	PLEKHG4B
HGLibA_45401	PLEKHG4B
HGLibA_45402	PLEKHG4B
HGLibA_45403	PLEKHG5
HGLibA_45404	PLEKHG5
HGLibA_45405	PLEKHG5
HGLibA_45406	PLEKHG6
HGLibA_45407	PLEKHG6
HGLibA_45408	PLEKHG6
HGLibA_45409	PLEKHG7
HGLibA_45410	PLEKHG7
HGLibA_45411	PLEKHG7
HGLibA_45412	PLEKHH1
HGLibA_45413	PLEKHH1
HGLibA_45414	PLEKHH1
HGLibA_45415	PLEKHH2
HGLibA_45416	PLEKHH2
HGLibA_45417	PLEKHH2
HGLibA_45418	PLEKHH3
HGLibA_45419	PLEKHH3
HGLibA_45420	PLEKHH3
HGLibA_45421	PLEKHJ1
HGLibA_45422	PLEKHJ1
HGLibA_45423	PLEKHJ1
HGLibA_45424	PLEKHM1
HGLibA_45425	PLEKHM1
HGLibA_45426	PLEKHM1
HGLibA_45427	PLEKHM2
HGLibA_45428	PLEKHM2
HGLibA_45429	PLEKHM2
HGLibA_45430	PLEKHM3
HGLibA_45431	PLEKHM3
HGLibA_45432	PLEKHM3
HGLibA_45433	PLEKHN1
HGLibA_45434	PLEKHN1
HGLibA_45435	PLEKHN1
HGLibA_45436	PLEKHO1
HGLibA_45437	PLEKHO1
HGLibA_45438	PLEKHO1
HGLibA_45439	PLEKHO2
HGLibA_45440	PLEKHO2
HGLibA_45441	PLEKHO2
HGLibA_45442	PLEKHS1
HGLibA_45443	PLEKHS1
HGLibA_45444	PLEKHS1
HGLibA_45445	PLG
HGLibA_45446	PLG
HGLibA_45447	PLG
HGLibA_45448	PLGLB1
HGLibA_45449	PLGLB1
HGLibA_45450	PLGLB1
HGLibA_45451	PLGLB2
HGLibA_45452	PLGLB2
HGLibA_45453	PLGLB2
HGLibA_45454	PLGRKT
HGLibA_45455	PLGRKT
HGLibA_45456	PLGRKT
HGLibA_45457	PLIN1
HGLibA_45458	PLIN1
HGLibA_45459	PLIN1
HGLibA_45460	PLIN2
HGLibA_45461	PLIN2
HGLibA_45462	PLIN2
HGLibA_45463	PLIN3
HGLibA_45464	PLIN3
HGLibA_45465	PLIN3
HGLibA_45466	PLIN4
HGLibA_45467	PLIN4
HGLibA_45468	PLIN4
HGLibA_45469	PLIN5
HGLibA_45470	PLIN5
HGLibA_45471	PLIN5
HGLibA_45472	PLK1
HGLibA_45473	PLK1
HGLibA_45474	PLK1
HGLibA_45475	PLK1S1
HGLibA_45476	PLK1S1
HGLibA_45477	PLK1S1
HGLibA_45478	PLK2
HGLibA_45479	PLK2
HGLibA_45480	PLK2
HGLibA_45481	PLK3
HGLibA_45482	PLK3
HGLibA_45483	PLK3
HGLibA_45484	PLK4
HGLibA_45485	PLK4
HGLibA_45486	PLK4
HGLibA_45487	PLK5
HGLibA_45488	PLK5
HGLibA_45489	PLK5
HGLibA_45490	PLLP
HGLibA_45491	PLLP
HGLibA_45492	PLLP
HGLibA_45493	PLN
HGLibA_45494	PLOD1
HGLibA_45495	PLOD1
HGLibA_45496	PLOD1
HGLibA_45497	PLOD2
HGLibA_45498	PLOD2
HGLibA_45499	PLOD2
HGLibA_45500	PLOD3
HGLibA_45501	PLOD3
HGLibA_45502	PLOD3
HGLibA_45503	PLP1
HGLibA_45504	PLP1
HGLibA_45505	PLP1
HGLibA_45506	PLP2
HGLibA_45507	PLP2
HGLibA_45508	PLP2
HGLibA_45509	PLRG1
HGLibA_45510	PLRG1
HGLibA_45511	PLRG1
HGLibA_45512	PLS1
HGLibA_45513	PLS1
HGLibA_45514	PLS1
HGLibA_45515	PLS3
HGLibA_45516	PLS3
HGLibA_45517	PLS3
HGLibA_45518	PLSCR1
HGLibA_45519	PLSCR1
HGLibA_45520	PLSCR1
HGLibA_45521	PLSCR2
HGLibA_45522	PLSCR2
HGLibA_45523	PLSCR2
HGLibA_45524	PLSCR3
