sgRNA	gene
HGLibA_43684	PCDH12
HGLibA_43685	PCDH12
HGLibA_43686	PCDH12
HGLibA_43687	PCDH15
HGLibA_43688	PCDH15
HGLibA_43689	PCDH15
HGLibA_43690	PCDH17
HGLibA_43691	PCDH17
HGLibA_43692	PCDH17
HGLibA_43693	PCDH18
HGLibA_43694	PCDH18
HGLibA_43695	PCDH18
HGLibA_43696	PCDH19
HGLibA_43697	PCDH19
HGLibA_43698	PCDH19
HGLibA_43699	PCDH20
HGLibA_43700	PCDH20
HGLibA_43701	PCDH20
HGLibA_43702	PCDH7
HGLibA_43703	PCDH7
HGLibA_43704	PCDH7
HGLibA_43705	PCDH8
HGLibA_43706	PCDH8
HGLibA_43707	PCDH8
HGLibA_43708	PCDH9
HGLibA_43709	PCDH9
HGLibA_43710	PCDH9
HGLibA_43711	PCDHA1
HGLibA_43712	PCDHA1
HGLibA_43713	PCDHA1
HGLibA_43714	PCDHA10
HGLibA_43715	PCDHA10
HGLibA_43716	PCDHA10
HGLibA_43717	PCDHA11
HGLibA_43718	PCDHA11
HGLibA_43719	PCDHA11
HGLibA_43720	PCDHA12
HGLibA_43721	PCDHA12
HGLibA_43722	PCDHA12
HGLibA_43723	PCDHA13
HGLibA_43724	PCDHA13
HGLibA_43725	PCDHA13
HGLibA_43726	PCDHA2
HGLibA_43727	PCDHA2
HGLibA_43728	PCDHA2
HGLibA_43729	PCDHA3
HGLibA_43730	PCDHA3
HGLibA_43731	PCDHA3
HGLibA_43732	PCDHA4
HGLibA_43733	PCDHA4
HGLibA_43734	PCDHA4
HGLibA_43735	PCDHA5
HGLibA_43736	PCDHA5
HGLibA_43737	PCDHA5
HGLibA_43738	PCDHA6
HGLibA_43739	PCDHA6
HGLibA_43740	PCDHA6
HGLibA_43741	PCDHA7
HGLibA_43742	PCDHA7
HGLibA_43743	PCDHA7
HGLibA_43744	PCDHA8
HGLibA_43745	PCDHA8
HGLibA_43746	PCDHA8
HGLibA_43747	PCDHA9
HGLibA_43748	PCDHA9
HGLibA_43749	PCDHA9
HGLibA_43750	PCDHAC1
HGLibA_43751	PCDHAC1
HGLibA_43752	PCDHAC1
HGLibA_43753	PCDHAC2
HGLibA_43754	PCDHAC2
HGLibA_43755	PCDHAC2
HGLibA_43756	PCDHB1
HGLibA_43757	PCDHB1
HGLibA_43758	PCDHB1
HGLibA_43759	PCDHB10
HGLibA_43760	PCDHB10
HGLibA_43761	PCDHB10
HGLibA_43762	PCDHB11
HGLibA_43763	PCDHB11
HGLibA_43764	PCDHB11
HGLibA_43765	PCDHB12
HGLibA_43766	PCDHB12
HGLibA_43767	PCDHB12
HGLibA_43768	PCDHB13
HGLibA_43769	PCDHB13
HGLibA_43770	PCDHB13
HGLibA_43771	PCDHB14
HGLibA_43772	PCDHB14
HGLibA_43773	PCDHB14
HGLibA_43774	PCDHB15
HGLibA_43775	PCDHB15
HGLibA_43776	PCDHB15
HGLibA_43777	PCDHB16
HGLibA_43778	PCDHB16
HGLibA_43779	PCDHB16
HGLibA_43780	PCDHB2
HGLibA_43781	PCDHB2
HGLibA_43782	PCDHB2
HGLibA_43783	PCDHB3
HGLibA_43784	PCDHB3
HGLibA_43785	PCDHB3
HGLibA_43786	PCDHB4
HGLibA_43787	PCDHB4
HGLibA_43788	PCDHB4
HGLibA_43789	PCDHB5
HGLibA_43790	PCDHB5
HGLibA_43791	PCDHB5
HGLibA_43792	PCDHB6
HGLibA_43793	PCDHB6
HGLibA_43794	PCDHB6
HGLibA_43795	PCDHB7
HGLibA_43796	PCDHB7
HGLibA_43797	PCDHB7
HGLibA_43798	PCDHB8
HGLibA_43799	PCDHB8
HGLibA_43800	PCDHB8
HGLibA_43801	PCDHB9
HGLibA_43802	PCDHB9
HGLibA_43803	PCDHB9
HGLibA_43804	PCDHGA1
HGLibA_43805	PCDHGA1
HGLibA_43806	PCDHGA1
HGLibA_43807	PCDHGA10
HGLibA_43808	PCDHGA10
HGLibA_43809	PCDHGA10
HGLibA_43810	PCDHGA11
HGLibA_43811	PCDHGA11
HGLibA_43812	PCDHGA11
HGLibA_43813	PCDHGA12
HGLibA_43814	PCDHGA12
HGLibA_43815	PCDHGA12
HGLibA_43816	PCDHGA2
HGLibA_43817	PCDHGA2
HGLibA_43818	PCDHGA2
HGLibA_43819	PCDHGA3
HGLibA_43820	PCDHGA3
HGLibA_43821	PCDHGA3
HGLibA_43822	PCDHGA5
HGLibA_43823	PCDHGA5
HGLibA_43824	PCDHGA5
HGLibA_43825	PCDHGA6
HGLibA_43826	PCDHGA6
HGLibA_43827	PCDHGA6
HGLibA_43828	PCDHGA7
HGLibA_43829	PCDHGA7
HGLibA_43830	PCDHGA7
HGLibA_43831	PCDHGA8
HGLibA_43832	PCDHGA8
HGLibA_43833	PCDHGA8
HGLibA_43834	PCDHGA9
HGLibA_43835	PCDHGA9
HGLibA_43836	PCDHGA9
HGLibA_43837	PCDHGB1
HGLibA_43838	PCDHGB1
HGLibA_43839	PCDHGB1
HGLibA_43840	PCDHGB2
HGLibA_43841	PCDHGB2
HGLibA_43842	PCDHGB2
HGLibA_43843	PCDHGB3
HGLibA_43844	PCDHGB3
HGLibA_43845	PCDHGB3
HGLibA_43846	PCDHGB4
HGLibA_43847	PCDHGB4
HGLibA_43848	PCDHGB4
HGLibA_43849	PCDHGB5
HGLibA_43850	PCDHGB5
HGLibA_43851	PCDHGB5
HGLibA_43852	PCDHGB6
HGLibA_43853	PCDHGB6
HGLibA_43854	PCDHGB6
HGLibA_43855	PCDHGB7
HGLibA_43856	PCDHGB7
HGLibA_43857	PCDHGB7
HGLibA_43858	PCDHGC3
HGLibA_43859	PCDHGC3
HGLibA_43860	PCDHGC3
HGLibA_43861	PCDHGC4
HGLibA_43862	PCDHGC4
HGLibA_43863	PCDHGC4
HGLibA_43864	PCDHGC5
HGLibA_43865	PCDHGC5
HGLibA_43866	PCDHGC5
HGLibA_43867	PCDP1
HGLibA_43868	PCDP1
HGLibA_43869	PCDP1
HGLibA_43870	PCED1A
HGLibA_43871	PCED1A
HGLibA_43872	PCED1A
HGLibA_43873	PCED1B
HGLibA_43874	PCED1B
HGLibA_43875	PCED1B
HGLibA_43876	PCF11
HGLibA_43877	PCF11
HGLibA_43878	PCF11
HGLibA_43879	PCGF1
HGLibA_43880	PCGF1
HGLibA_43881	PCGF1
HGLibA_43882	PCGF2
HGLibA_43883	PCGF2
HGLibA_43884	PCGF2
HGLibA_43885	PCGF3
HGLibA_43886	PCGF3
HGLibA_43887	PCGF3
HGLibA_43888	PCGF5
HGLibA_43889	PCGF5
HGLibA_43890	PCGF5
HGLibA_43891	PCGF6
HGLibA_43892	PCGF6
HGLibA_43893	PCGF6
HGLibA_43894	PCID2
HGLibA_43895	PCID2
HGLibA_43896	PCID2
HGLibA_43897	PCIF1
HGLibA_43898	PCIF1
HGLibA_43899	PCIF1
HGLibA_43900	PCK1
HGLibA_43901	PCK1
HGLibA_43902	PCK1
HGLibA_43903	PCK2
HGLibA_43904	PCK2
HGLibA_43905	PCK2
HGLibA_43906	PCLO
HGLibA_43907	PCLO
HGLibA_43908	PCLO
HGLibA_43909	PCM1
HGLibA_43910	PCM1
HGLibA_43911	PCM1
HGLibA_43912	PCMT1
HGLibA_43913	PCMT1
HGLibA_43914	PCMT1
HGLibA_43915	PCMTD1
HGLibA_43916	PCMTD1
HGLibA_43917	PCMTD1
HGLibA_43918	PCMTD2
HGLibA_43919	PCMTD2
HGLibA_43920	PCMTD2
HGLibA_43921	PCNA
HGLibA_43922	PCNA
HGLibA_43923	PCNA
HGLibA_43924	PCNP
HGLibA_43925	PCNP
HGLibA_43926	PCNP
HGLibA_43927	PCNT
HGLibA_43928	PCNT
HGLibA_43929	PCNT
HGLibA_43930	PCNX
HGLibA_43931	PCNX
HGLibA_43932	PCNX
HGLibA_43933	PCNXL2
HGLibA_43934	PCNXL2
HGLibA_43935	PCNXL2
HGLibA_43936	PCNXL3
HGLibA_43937	PCNXL3
HGLibA_43938	PCNXL3
HGLibA_43939	PCOLCE
HGLibA_43940	PCOLCE
HGLibA_43941	PCOLCE
HGLibA_43942	PCOLCE2
HGLibA_43943	PCOLCE2
HGLibA_43944	PCOLCE2
HGLibA_43945	PCP2
HGLibA_43946	PCP2
HGLibA_43947	PCP2
HGLibA_43948	PCP4
HGLibA_43949	PCP4
HGLibA_43950	PCP4
HGLibA_43951	PCP4L1
HGLibA_43952	PCP4L1
HGLibA_43953	PCP4L1
HGLibA_43954	PCSK1
HGLibA_43955	PCSK1
HGLibA_43956	PCSK1
HGLibA_43957	PCSK1N
HGLibA_43958	PCSK1N
HGLibA_43959	PCSK1N
HGLibA_43960	PCSK2
HGLibA_43961	PCSK2
HGLibA_43962	PCSK2
HGLibA_43963	PCSK4
HGLibA_43964	PCSK4
HGLibA_43965	PCSK4
HGLibA_43966	PCSK5
HGLibA_43967	PCSK5
HGLibA_43968	PCSK5
HGLibA_43969	PCSK6
HGLibA_43970	PCSK6
HGLibA_43971	PCSK6
HGLibA_43972	PCSK7
HGLibA_43973	PCSK7
HGLibA_43974	PCSK7
HGLibA_43975	PCSK9
HGLibA_43976	PCSK9
HGLibA_43977	PCSK9
HGLibA_43978	PCTP
HGLibA_43979	PCTP
HGLibA_43980	PCTP
HGLibA_43981	PCYOX1
HGLibA_43982	PCYOX1
HGLibA_43983	PCYOX1
HGLibA_43984	PCYOX1L
HGLibA_43985	PCYOX1L
HGLibA_43986	PCYOX1L
HGLibA_43987	PCYT1A
HGLibA_43988	PCYT1A
HGLibA_43989	PCYT1A
HGLibA_43990	PCYT1B
HGLibA_43991	PCYT1B
HGLibA_43992	PCYT1B
HGLibA_43993	PCYT2
HGLibA_43994	PCYT2
HGLibA_43995	PCYT2
HGLibA_43996	PDAP1
HGLibA_43997	PDAP1
HGLibA_43998	PDAP1
HGLibA_43999	PDC
HGLibA_44000	PDC
HGLibA_44001	PDC
HGLibA_44002	PDCD1
HGLibA_44003	PDCD1
HGLibA_44004	PDCD1
HGLibA_44005	PDCD10
HGLibA_44006	PDCD10
HGLibA_44007	PDCD10
HGLibA_44008	PDCD11
HGLibA_44009	PDCD11
HGLibA_44010	PDCD11
HGLibA_44011	PDCD1LG2
HGLibA_44012	PDCD1LG2
HGLibA_44013	PDCD1LG2
HGLibA_44014	PDCD2
HGLibA_44015	PDCD2
HGLibA_44016	PDCD2
HGLibA_44017	PDCD2L
HGLibA_44018	PDCD2L
HGLibA_44019	PDCD2L
HGLibA_44020	PDCD4
HGLibA_44021	PDCD4
HGLibA_44022	PDCD4
HGLibA_44023	PDCD5
HGLibA_44024	PDCD5
HGLibA_44025	PDCD5
HGLibA_44026	PDCD6
HGLibA_44027	PDCD6
HGLibA_44028	PDCD6
HGLibA_44029	PDCD6IP
HGLibA_44030	PDCD6IP
HGLibA_44031	PDCD6IP
HGLibA_44032	PDCD7
HGLibA_44033	PDCD7
HGLibA_44034	PDCD7
HGLibA_44035	PDCL
HGLibA_44036	PDCL
HGLibA_44037	PDCL
HGLibA_44038	PDCL2
HGLibA_44039	PDCL2
HGLibA_44040	PDCL2
HGLibA_44041	PDCL3
HGLibA_44042	PDCL3
HGLibA_44043	PDCL3
HGLibA_44044	PDDC1
HGLibA_44045	PDDC1
HGLibA_44046	PDDC1
HGLibA_44047	PDE10A
HGLibA_44048	PDE10A
HGLibA_44049	PDE10A
HGLibA_44050	PDE11A
HGLibA_44051	PDE11A
HGLibA_44052	PDE11A
HGLibA_44053	PDE12
HGLibA_44054	PDE12
HGLibA_44055	PDE12
HGLibA_44056	PDE1A
HGLibA_44057	PDE1A
HGLibA_44058	PDE1A
HGLibA_44059	PDE1B
HGLibA_44060	PDE1B
HGLibA_44061	PDE1B
HGLibA_44062	PDE1C
HGLibA_44063	PDE1C
HGLibA_44064	PDE1C
HGLibA_44065	PDE2A
HGLibA_44066	PDE2A
HGLibA_44067	PDE2A
HGLibA_44068	PDE3A
HGLibA_44069	PDE3A
HGLibA_44070	PDE3A
HGLibA_44071	PDE3B
HGLibA_44072	PDE3B
HGLibA_44073	PDE3B
HGLibA_44074	PDE4A
HGLibA_44075	PDE4A
HGLibA_44076	PDE4A
HGLibA_44077	PDE4B
HGLibA_44078	PDE4B
HGLibA_44079	PDE4B
HGLibA_44080	PDE4C
HGLibA_44081	PDE4C
HGLibA_44082	PDE4C
HGLibA_44083	PDE4D
HGLibA_44084	PDE4D
HGLibA_44085	PDE4D
HGLibA_44086	PDE4DIP
HGLibA_44087	PDE4DIP
HGLibA_44088	PDE4DIP
HGLibA_44089	PDE5A
HGLibA_44090	PDE5A
HGLibA_44091	PDE5A
HGLibA_44092	PDE6A
HGLibA_44093	PDE6A
HGLibA_44094	PDE6A
HGLibA_44095	PDE6B
HGLibA_44096	PDE6B
HGLibA_44097	PDE6B
HGLibA_44098	PDE6C
HGLibA_44099	PDE6C
HGLibA_44100	PDE6C
HGLibA_44101	PDE6D
HGLibA_44102	PDE6D
HGLibA_44103	PDE6D
HGLibA_44104	PDE6G
HGLibA_44105	PDE6G
HGLibA_44106	PDE6G
HGLibA_44107	PDE6H
HGLibA_44108	PDE6H
HGLibA_44109	PDE6H
HGLibA_44110	PDE7A
HGLibA_44111	PDE7A
HGLibA_44112	PDE7A
HGLibA_44113	PDE7B
HGLibA_44114	PDE7B
HGLibA_44115	PDE7B
HGLibA_44116	PDE8A
HGLibA_44117	PDE8A
HGLibA_44118	PDE8A
HGLibA_44119	PDE8B
HGLibA_44120	PDE8B
HGLibA_44121	PDE8B
HGLibA_44122	PDE9A
HGLibA_44123	PDE9A
HGLibA_44124	PDE9A
HGLibA_44125	PDF
HGLibA_44126	PDF
HGLibA_44127	PDF
HGLibA_44128	PDGFA
HGLibA_44129	PDGFA
HGLibA_44130	PDGFA
HGLibA_44131	PDGFB
HGLibA_44132	PDGFB
HGLibA_44133	PDGFB
HGLibA_44134	PDGFC
HGLibA_44135	PDGFC
HGLibA_44136	PDGFC
HGLibA_44137	PDGFD
HGLibA_44138	PDGFD
HGLibA_44139	PDGFD
HGLibA_44140	PDGFRA
HGLibA_44141	PDGFRA
HGLibA_44142	PDGFRA
HGLibA_44143	PDGFRB
HGLibA_44144	PDGFRB
HGLibA_44145	PDGFRB
HGLibA_44146	PDGFRL
HGLibA_44147	PDGFRL
HGLibA_44148	PDGFRL
HGLibA_44149	PDHA1
HGLibA_44150	PDHA1
HGLibA_44151	PDHA1
HGLibA_44152	PDHA2
HGLibA_44153	PDHA2
HGLibA_44154	PDHA2
HGLibA_44155	PDHB
HGLibA_44156	PDHB
HGLibA_44157	PDHB
HGLibA_44158	PDHX
HGLibA_44159	PDHX
HGLibA_44160	PDHX
HGLibA_44161	PDIA2
HGLibA_44162	PDIA2
HGLibA_44163	PDIA2
HGLibA_44164	PDIA3
HGLibA_44165	PDIA3
HGLibA_44166	PDIA3
HGLibA_44167	PDIA4
HGLibA_44168	PDIA4
HGLibA_44169	PDIA4
HGLibA_44170	PDIA5
HGLibA_44171	PDIA5
HGLibA_44172	PDIA5
HGLibA_44173	PDIA6
HGLibA_44174	PDIA6
HGLibA_44175	PDIA6
HGLibA_44176	PDIK1L
HGLibA_44177	PDIK1L
HGLibA_44178	PDIK1L
HGLibA_44179	PDILT
HGLibA_44180	PDILT
HGLibA_44181	PDILT
HGLibA_44182	PDK1
HGLibA_44183	PDK1
HGLibA_44184	PDK1
HGLibA_44185	PDK2
HGLibA_44186	PDK2
HGLibA_44187	PDK2
HGLibA_44188	PDK3
HGLibA_44189	PDK3
HGLibA_44190	PDK3
HGLibA_44191	PDK4
HGLibA_44192	PDK4
HGLibA_44193	PDK4
HGLibA_44194	PDLIM1
HGLibA_44195	PDLIM1
HGLibA_44196	PDLIM1
HGLibA_44197	PDLIM2
HGLibA_44198	PDLIM2
HGLibA_44199	PDLIM2
HGLibA_44200	PDLIM3
HGLibA_44201	PDLIM3
HGLibA_44202	PDLIM3
HGLibA_44203	PDLIM4
HGLibA_44204	PDLIM4
HGLibA_44205	PDLIM4
HGLibA_44206	PDLIM5
HGLibA_44207	PDLIM5
HGLibA_44208	PDLIM5
HGLibA_44209	PDLIM7
HGLibA_44210	PDLIM7
HGLibA_44211	PDLIM7
HGLibA_44212	PDP1
HGLibA_44213	PDP1
HGLibA_44214	PDP1
HGLibA_44215	PDP2
HGLibA_44216	PDP2
HGLibA_44217	PDP2
HGLibA_44218	PDPK1
HGLibA_44219	PDPK1
HGLibA_44220	PDPK1
HGLibA_44221	PDPN
HGLibA_44222	PDPN
HGLibA_44223	PDPN
HGLibA_44224	PDPR
HGLibA_44225	PDPR
HGLibA_44226	PDPR
HGLibA_44227	PDRG1
HGLibA_44228	PDRG1
HGLibA_44229	PDRG1
HGLibA_44230	PDS5A
HGLibA_44231	PDS5A
HGLibA_44232	PDS5A
HGLibA_44233	PDS5B
HGLibA_44234	PDS5B
HGLibA_44235	PDS5B
HGLibA_44236	PDSS1
HGLibA_44237	PDSS1
HGLibA_44238	PDSS1
HGLibA_44239	PDSS2
HGLibA_44240	PDSS2
HGLibA_44241	PDSS2
HGLibA_44242	PDX1
HGLibA_44243	PDX1
HGLibA_44244	PDX1
HGLibA_44245	PDXDC1
HGLibA_44246	PDXDC1
HGLibA_44247	PDXDC1
HGLibA_44248	PDXK
HGLibA_44249	PDXK
HGLibA_44250	PDXK
HGLibA_44251	PDXP
HGLibA_44252	PDXP
HGLibA_44253	PDXP
HGLibA_44254	PDYN
HGLibA_44255	PDYN
HGLibA_44256	PDYN
HGLibA_44257	PDZD11
HGLibA_44258	PDZD11
HGLibA_44259	PDZD11
HGLibA_44260	PDZD2
HGLibA_44261	PDZD2
HGLibA_44262	PDZD2
HGLibA_44263	PDZD3
HGLibA_44264	PDZD3
HGLibA_44265	PDZD3
HGLibA_44266	PDZD4
HGLibA_44267	PDZD4
HGLibA_44268	PDZD4
HGLibA_44269	PDZD7
HGLibA_44270	PDZD7
HGLibA_44271	PDZD7
HGLibA_44272	PDZD8
HGLibA_44273	PDZD8
HGLibA_44274	PDZD8
HGLibA_44275	PDZD9
HGLibA_44276	PDZD9
HGLibA_44277	PDZD9
HGLibA_44278	PDZK1
HGLibA_44279	PDZK1
HGLibA_44280	PDZK1
HGLibA_44281	PDZK1IP1
HGLibA_44282	PDZK1IP1
HGLibA_44283	PDZK1IP1
HGLibA_44284	PDZRN3
HGLibA_44285	PDZRN3
HGLibA_44286	PDZRN3
HGLibA_44287	PDZRN4
HGLibA_44288	PDZRN4
HGLibA_44289	PDZRN4
HGLibA_44290	PEA15
HGLibA_44291	PEA15
HGLibA_44292	PEA15
HGLibA_44293	PEAK1
HGLibA_44294	PEAK1
HGLibA_44295	PEAK1
HGLibA_44296	PEAR1
HGLibA_44297	PEAR1
HGLibA_44298	PEAR1
HGLibA_44299	PEBP1
HGLibA_44300	PEBP1
HGLibA_44301	PEBP1
HGLibA_44302	PEBP4
HGLibA_44303	PEBP4
HGLibA_44304	PEBP4
HGLibA_44305	PECAM1
HGLibA_44306	PECAM1
HGLibA_44307	PECAM1
HGLibA_44308	PECR
HGLibA_44309	PECR
HGLibA_44310	PECR
HGLibA_44311	PEF1
HGLibA_44312	PEF1
HGLibA_44313	PEF1
HGLibA_44314	PEG10
HGLibA_44315	PEG10
HGLibA_44316	PEG10
HGLibA_44317	PEG3
HGLibA_44318	PEG3
HGLibA_44319	PEG3
HGLibA_44320	PELI1
HGLibA_44321	PELI1
HGLibA_44322	PELI1
HGLibA_44323	PELI2
HGLibA_44324	PELI2
HGLibA_44325	PELI2
HGLibA_44326	PELI3
HGLibA_44327	PELI3
HGLibA_44328	PELI3
HGLibA_44329	PELO
HGLibA_44330	PELO
HGLibA_44331	PELO
HGLibA_44332	PEMT
HGLibA_44333	PEMT
HGLibA_44334	PEMT
HGLibA_44335	PENK
HGLibA_44336	PENK
HGLibA_44337	PENK
HGLibA_44338	PEPD
HGLibA_44339	PEPD
HGLibA_44340	PEPD
HGLibA_44341	PER1
HGLibA_44342	PER1
HGLibA_44343	PER1
HGLibA_44344	PER2
HGLibA_44345	PER2
HGLibA_44346	PER2
HGLibA_44347	PER3
HGLibA_44348	PER3
HGLibA_44349	PER3
HGLibA_44350	PERP
HGLibA_44351	PERP
HGLibA_44352	PERP
HGLibA_44353	PES1
HGLibA_44354	PES1
HGLibA_44355	PES1
HGLibA_44356	PET100
HGLibA_44357	PET100
HGLibA_44358	PET100
HGLibA_44359	PET112
HGLibA_44360	PET112
HGLibA_44361	PET112
HGLibA_44362	PET117
HGLibA_44363	PET117
HGLibA_44364	PET117
HGLibA_44365	PEX1
HGLibA_44366	PEX1
HGLibA_44367	PEX1
HGLibA_44368	PEX10
HGLibA_44369	PEX10
HGLibA_44370	PEX10
HGLibA_44371	PEX11A
HGLibA_44372	PEX11A
HGLibA_44373	PEX11A
HGLibA_44374	PEX11B
HGLibA_44375	PEX11B
HGLibA_44376	PEX11B
HGLibA_44377	PEX11G
HGLibA_44378	PEX11G
HGLibA_44379	PEX11G
HGLibA_44380	PEX12
HGLibA_44381	PEX12
HGLibA_44382	PEX12
HGLibA_44383	PEX13
HGLibA_44384	PEX13
HGLibA_44385	PEX13
HGLibA_44386	PEX14
HGLibA_44387	PEX14
HGLibA_44388	PEX14
HGLibA_44389	PEX16
HGLibA_44390	PEX16
HGLibA_44391	PEX16
HGLibA_44392	PEX19
HGLibA_44393	PEX19
HGLibA_44394	PEX19
HGLibA_44395	PEX2
HGLibA_44396	PEX2
HGLibA_44397	PEX2
HGLibA_44398	PEX26
HGLibA_44399	PEX26
HGLibA_44400	PEX26
HGLibA_44401	PEX3
HGLibA_44402	PEX3
HGLibA_44403	PEX3
HGLibA_44404	PEX5
HGLibA_44405	PEX5
HGLibA_44406	PEX5
HGLibA_44407	PEX5L
HGLibA_44408	PEX5L
HGLibA_44409	PEX5L
HGLibA_44410	PEX6
HGLibA_44411	PEX6
HGLibA_44412	PEX6
HGLibA_44413	PEX7
HGLibA_44414	PEX7
HGLibA_44415	PEX7
HGLibA_44416	PF4
HGLibA_44417	PF4
HGLibA_44418	PF4
HGLibA_44419	PF4V1
HGLibA_44420	PF4V1
HGLibA_44421	PF4V1
HGLibA_44422	PFAS
HGLibA_44423	PFAS
HGLibA_44424	PFAS
HGLibA_44425	PFDN1
HGLibA_44426	PFDN1
HGLibA_44427	PFDN1
HGLibA_44428	PFDN2
HGLibA_44429	PFDN2
HGLibA_44430	PFDN2
HGLibA_44431	PFDN4
HGLibA_44432	PFDN4
HGLibA_44433	PFDN4
HGLibA_44434	PFDN5
HGLibA_44435	PFDN5
HGLibA_44436	PFDN5
HGLibA_44437	PFDN6
HGLibA_44438	PFDN6
HGLibA_44439	PFDN6
HGLibA_44440	PFKFB1
HGLibA_44441	PFKFB1
HGLibA_44442	PFKFB1
HGLibA_44443	PFKFB2
HGLibA_44444	PFKFB2
HGLibA_44445	PFKFB2
HGLibA_44446	PFKFB3
HGLibA_44447	PFKFB3
HGLibA_44448	PFKFB3
HGLibA_44449	PFKFB4
HGLibA_44450	PFKFB4
HGLibA_44451	PFKFB4
HGLibA_44452	PFKL
HGLibA_44453	PFKL
HGLibA_44454	PFKL
HGLibA_44455	PFKM
HGLibA_44456	PFKM
HGLibA_44457	PFKM
HGLibA_44458	PFKP
HGLibA_44459	PFKP
HGLibA_44460	PFKP
HGLibA_44461	PFN1
HGLibA_44462	PFN1
HGLibA_44463	PFN1
HGLibA_44464	PFN2
HGLibA_44465	PFN2
HGLibA_44466	PFN2
HGLibA_44467	PFN3
HGLibA_44468	PFN3
HGLibA_44469	PFN3
HGLibA_44470	PFN4
HGLibA_44471	PFN4
HGLibA_44472	PFN4
HGLibA_44473	PGA3
HGLibA_44474	PGA3
HGLibA_44475	PGA3
HGLibA_44476	PGA4
HGLibA_44477	PGA4
HGLibA_44478	PGA4
HGLibA_44479	PGA5
HGLibA_44480	PGA5
HGLibA_44481	PGA5
HGLibA_44482	PGAM1
HGLibA_44483	PGAM1
HGLibA_44484	PGAM1
HGLibA_44485	PGAM2
HGLibA_44486	PGAM2
HGLibA_44487	PGAM2
HGLibA_44488	PGAM4
HGLibA_44489	PGAM4
HGLibA_44490	PGAM4
HGLibA_44491	PGAM5
HGLibA_44492	PGAM5
HGLibA_44493	PGAM5
HGLibA_44494	PGAP1
HGLibA_44495	PGAP1
HGLibA_44496	PGAP1
HGLibA_44497	PGAP2
HGLibA_44498	PGAP2
HGLibA_44499	PGAP2
HGLibA_44500	PGAP3
HGLibA_44501	PGAP3
HGLibA_44502	PGAP3
HGLibA_44503	PGBD1
HGLibA_44504	PGBD1
HGLibA_44505	PGBD1
HGLibA_44506	PGBD2
HGLibA_44507	PGBD2
HGLibA_44508	PGBD2
HGLibA_44509	PGBD3
HGLibA_44510	PGBD3
HGLibA_44511	PGBD3
HGLibA_44512	PGBD4
HGLibA_44513	PGBD4
HGLibA_44514	PGBD4
HGLibA_44515	PGC
HGLibA_44516	PGC
HGLibA_44517	PGC
HGLibA_44518	PGD
HGLibA_44519	PGD
HGLibA_44520	PGD
HGLibA_44521	PGF
HGLibA_44522	PGF
HGLibA_44523	PGF
HGLibA_44524	PGGT1B
HGLibA_44525	PGGT1B
HGLibA_44526	PGGT1B
HGLibA_44527	PGK1
HGLibA_44528	PGK1
HGLibA_44529	PGK1
HGLibA_44530	PGK2
HGLibA_44531	PGK2
HGLibA_44532	PGK2
HGLibA_44533	PGLS
HGLibA_44534	PGLS
HGLibA_44535	PGLS
HGLibA_44536	PGLYRP1
HGLibA_44537	PGLYRP1
HGLibA_44538	PGLYRP1
HGLibA_44539	PGLYRP2
HGLibA_44540	PGLYRP2
HGLibA_44541	PGLYRP2
HGLibA_44542	PGLYRP3
HGLibA_44543	PGLYRP3
HGLibA_44544	PGLYRP3
HGLibA_44545	PGLYRP4
HGLibA_44546	PGLYRP4
HGLibA_44547	PGLYRP4
HGLibA_44548	PGM1
HGLibA_44549	PGM1
HGLibA_44550	PGM1
HGLibA_44551	PGM2
HGLibA_44552	PGM2
HGLibA_44553	PGM2
HGLibA_44554	PGM2L1
HGLibA_44555	PGM2L1
HGLibA_44556	PGM2L1
HGLibA_44557	PGM3
HGLibA_44558	PGM3
HGLibA_44559	PGM3
HGLibA_44560	PGM5
HGLibA_44561	PGM5
HGLibA_44562	PGM5
HGLibA_44563	PGP
HGLibA_44564	PGP
HGLibA_44565	PGP
HGLibA_44566	PGPEP1
HGLibA_44567	PGPEP1
HGLibA_44568	PGPEP1
HGLibA_44569	PGPEP1L
HGLibA_44570	PGPEP1L
HGLibA_44571	PGPEP1L
HGLibA_44572	PGR
HGLibA_44573	PGR
HGLibA_44574	PGR
HGLibA_44575	PGRMC1
HGLibA_44576	PGRMC1
HGLibA_44577	PGRMC1
HGLibA_44578	PGRMC2
HGLibA_44579	PGRMC2
HGLibA_44580	PGRMC2
HGLibA_44581	PGS1
HGLibA_44582	PGS1
HGLibA_44583	PGS1
HGLibA_44584	PHACTR1
HGLibA_44585	PHACTR1
HGLibA_44586	PHACTR1
HGLibA_44587	PHACTR2
HGLibA_44588	PHACTR2
HGLibA_44589	PHACTR2
HGLibA_44590	PHACTR3
HGLibA_44591	PHACTR3
HGLibA_44592	PHACTR3
HGLibA_44593	PHACTR4
HGLibA_44594	PHACTR4
HGLibA_44595	PHACTR4
HGLibA_44596	PHAX
HGLibA_44597	PHAX
HGLibA_44598	PHAX
HGLibA_44599	PHB
HGLibA_44600	PHB
HGLibA_44601	PHB
HGLibA_44602	PHB2
HGLibA_44603	PHB2
HGLibA_44604	PHB2
HGLibA_44605	PHC1
HGLibA_44606	PHC1
HGLibA_44607	PHC1
HGLibA_44608	PHC2
HGLibA_44609	PHC2
HGLibA_44610	PHC2
HGLibA_44611	PHC3
